Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Lead Time,Factory,Factory Latitude,Factory Longitude,Customer Latitude,Customer Longitude,Shipping Distance (km),Shipping Distance Scaled,Sales Scaled,Units Scaled,Cost Scaled,Gross Profit Scaled,Cluster,Cluster Label
11,US-2021-167199-CHO-MIL-31000,2024-06-01,2026-03-07,3,167199,United States,Henderson,Kentucky,42420,0,1,CHO-MIL-31000,10,3.25,1,2.11,1.14,9.1,4,32.076176,-81.088371,29.7604,-95.3698,1387.922455235033,-0.4801379131538182,-0.9398678952893214,-1.252952554937696,-0.7116780877985839,-1.062172386824236,1,Fast Route
12,US-2021-130813-CHO-MIL-31000,2024-06-01,2026-01-07,2,130813,United States,Los Angeles,California,90049,0,3,CHO-MIL-31000,10,9.75,3,6.33,3.42,12.2,4,32.076176,-81.088371,34.0522,-118.2437,3457.7081005571526,1.4557538593343684,-0.3666990725433432,-0.3553700992079087,-0.2612097188398546,-0.4269568137984418,2,Slow Route
13,US-2021-167199-CHO-SCR-58000,2024-06-01,2026-03-07,3,167199,United States,Henderson,Kentucky,42420,0,1,CHO-SCR-58000,13,14.4,4,10.0,4.4,9.3,0,32.881893,-111.768036,29.7604,-95.3698,1596.927113204482,-0.2846537099034891,0.0433370852672411,0.0934211286569849,-0.0675873497260148,0.1254699997097723,1,Fast Route
14,US-2021-167199-CHO-FUD-51000,2024-06-01,2026-03-07,3,167199,United States,Henderson,Kentucky,42420,0,1,CHO-FUD-51000,9,7.2,2,4.8,2.4,9.0,0,32.881893,-111.768036,29.7604,-95.3698,1596.927113204482,-0.2846537099034891,-0.5915576106975347,-0.8041613270728024,-0.4627350417950756,-0.6572600902746184,1,Fast Route
15,US-2021-105417-CHO-MIL-31000,2024-07-01,2026-05-07,3,105417,United States,Huntsville,Texas,77340,0,2,CHO-MIL-31000,10,9.75,3,6.33,3.42,8.8,4,32.076176,-81.088371,39.0997,-94.5786,1447.4023046013494,-0.4245057991340267,-0.3666990725433432,-0.3553700992079087,-0.2612097188398546,-0.4269568137984418,1,Fast Route
16,US-2021-105417-CHO-TRI-54000,2024-07-01,2026-05-07,3,105417,United States,Huntsville,Texas,77340,0,2,CHO-TRI-54000,12,26.25,7,17.15,9.1,8.8,4,32.076176,-81.088371,39.0997,-94.5786,1447.4023046013494,-0.4245057991340267,1.088267939042601,1.439794812251666,0.8610097266362775,1.201723873438309,0,Average Route
17,US-2021-135405-CHO-TRI-54000,2024-09-01,2026-06-07,3,135405,United States,Laredo,Texas,78041,0,2,CHO-TRI-54000,12,7.5,2,4.9,2.6,8.9,4,32.076176,-81.088371,39.0997,-94.5786,1447.4023046013494,-0.4245057991340267,-0.5651036650323357,-0.8041613270728024,-0.4232202725881695,-0.6422075885441493,1,Fast Route
18,US-2021-135405-CHO-TRI-54000,2024-09-01,2026-06-07,3,135405,United States,Laredo,Texas,78041,0,2,CHO-TRI-54000,12,11.25,3,7.35,3.9,9.0,4,32.076176,-81.088371,39.0997,-94.5786,1447.4023046013494,-0.4245057991340267,-0.2344293442173483,-0.3553700992079087,-0.1663742727432801,-0.2734212961476576,1,Fast Route
19,US-2021-149020-CHO-MIL-31000,2024-10-01,2026-08-07,3,149020,United States,Springfield,Virginia,22153,0,1,CHO-MIL-31000,10,3.25,1,2.11,1.14,9.3,4,32.076176,-81.088371,29.7604,-95.3698,1387.922455235033,-0.4801379131538182,-0.9398678952893214,-1.252952554937696,-0.7116780877985839,-1.062172386824236,1,Fast Route
20,US-2021-149020-OTH-GUM-21000,2024-10-01,2026-08-07,3,149020,United States,Springfield,Virginia,22153,1,1,OTH-GUM-21000,14,1.25,1,0.65,0.6,9.0,1,41.446333,-90.565487,29.7604,-95.3698,1367.094137092023,-0.4996188530371099,-1.1162275330573146,-1.252952554937696,-0.8183679646572303,-1.281938912089084,1,Fast Route
21,US-2021-130092-CHO-MIL-31000,2024-11-01,2026-07-07,0,130092,United States,Dover,Delaware,19901,0,0,CHO-MIL-31000,10,6.5,2,4.22,2.28,6.7,4,32.076176,-81.088371,40.7128,-74.006,1148.9125174872574,-0.7036863627599724,-0.6532834839163323,-0.8041613270728024,-0.4864439033192193,-0.744564600311339,1,Fast Route
22,US-2021-157147-CHO-MIL-31000,2024-01-13,2026-11-07,3,157147,United States,San Francisco,California,94109,0,3,CHO-MIL-31000,10,9.75,3,6.33,3.42,12.8,4,32.076176,-81.088371,34.0522,-118.2437,3457.7081005571526,1.4557538593343684,-0.3666990725433432,-0.3553700992079087,-0.2612097188398546,-0.4269568137984418,2,Slow Route
23,US-2021-109232-CHO-NUT-13000,2024-01-13,2026-09-07,2,109232,United States,Mount Pleasant,South Carolina,29464,0,1,CHO-NUT-13000,11,20.94,6,14.94,6.0,8.0,0,32.881893,-111.768036,29.7604,-95.3698,1596.927113204482,-0.2846537099034891,0.6200331007685791,0.9910035843867724,0.2485308039292336,0.8690635851949435,0,Average Route
24,US-2021-157147-CHO-MIL-31000,2024-01-13,2026-11-07,3,157147,United States,San Francisco,California,94109,0,3,CHO-MIL-31000,10,16.25,5,10.55,5.7,12.9,4,32.076176,-81.088371,34.0522,-118.2437,3457.7081005571526,1.4557538593343684,0.2064697502026348,0.5422123565218786,0.1892586501188745,0.2082587592273522,2,Slow Route
25,US-2021-118192-CHO-SCR-58000,2024-01-13,2026-11-07,3,118192,United States,Newark,Ohio,43055,0,0,CHO-SCR-58000,13,7.2,2,5.0,2.2,11.9,0,32.881893,-111.768036,40.7128,-74.006,3451.7643866076123,1.450194642630482,-0.5915576106975347,-0.8041613270728024,-0.5022498110019816,-0.6271550868136803,2,Slow Route
26,US-2021-162775-CHO-TRI-54000,2024-01-13,2026-08-07,2,162775,United States,Bossier City,Louisiana,71111,0,1,CHO-TRI-54000,12,11.25,3,7.35,3.9,8.5,4,32.076176,-81.088371,29.7604,-95.3698,1387.922455235033,-0.4801379131538182,-0.2344293442173483,-0.3553700992079087,-0.1663742727432801,-0.2734212961476576,1,Fast Route
27,US-2021-162775-OTH-KAZ-38000,2024-01-13,2026-08-07,2,162775,United States,Bossier City,Louisiana,71111,1,1,OTH-KAZ-38000,4,9.75,3,0.75,9.0,6.8,3,35.1175,-89.971107,29.7604,-95.3698,781.1579128912905,-1.047651021583945,-0.3666990725433432,-0.3553700992079087,0.8412523420328246,-1.266886410358615,1,Fast Route
28,US-2021-162775-CHO-MIL-31000,2024-01-13,2026-08-07,2,162775,United States,Bossier City,Louisiana,71111,0,1,CHO-MIL-31000,10,6.5,2,4.22,2.28,8.4,4,32.076176,-81.088371,29.7604,-95.3698,1387.922455235033,-0.4801379131538182,-0.6532834839163323,-0.8041613270728024,-0.4864439033192193,-0.744564600311339,1,Fast Route
29,US-2021-118192-CHO-SCR-58000,2024-01-13,2026-11-07,3,118192,United States,Newark,Ohio,43055,0,0,CHO-SCR-58000,13,25.2,7,17.5,7.7,11.9,0,32.881893,-111.768036,40.7128,-74.006,3451.7643866076123,1.450194642630482,0.9956791292144046,1.439794812251666,0.5844063421879352,1.254407629494951,0,Average Route
30,US-2021-162775-CHO-MIL-31000,2024-01-13,2026-08-07,2,162775,United States,Bossier City,Louisiana,71111,0,1,CHO-MIL-31000,10,19.5,6,12.66,6.84,8.1,4,32.076176,-81.088371,29.7604,-95.3698,1387.922455235033,-0.4801379131538182,0.4930541615756239,0.9910035843867724,0.414492834598239,0.5258665457402492,0,Average Route
31,US-2021-157147-CHO-NUT-13000,2024-01-13,2026-11-07,3,157147,United States,San Francisco,California,94109,0,3,CHO-NUT-13000,11,17.45,5,12.45,5.0,7.7,0,32.881893,-111.768036,34.0522,-118.2437,615.6797715227548,-1.202424426803948,0.3122855328634307,0.5422123565218786,0.0509569578947032,0.494256292106264,1,Fast Route
32,US-2021-162775-CHO-SCR-58000,2024-01-13,2026-08-07,2,162775,United States,Bossier City,Louisiana,71111,0,1,CHO-SCR-58000,13,21.6,6,15.0,6.6,7.9,0,32.881893,-111.768036,29.7604,-95.3698,1596.927113204482,-0.2846537099034891,0.6782317812320169,0.9910035843867724,0.3670751115499517,0.878095086233225,0,Average Route
33,US-2021-149524-OTH-GUM-21000,2024-01-14,2026-08-07,0,149524,United States,Philadelphia,Pennsylvania,19140,1,0,OTH-GUM-21000,14,5.0,4,2.6,2.4,6.7,1,41.446333,-90.565487,40.7128,-74.006,1391.8131829657295,-0.4764988755462914,-0.7855532122423272,0.0934211286569849,-0.4627350417950756,-0.9884151283449376,1,Fast Route
34,US-2021-103366-CHO-SCR-58000,2024-01-15,2026-10-07,0,103366,United States,Roswell,Georgia,30076,0,1,CHO-SCR-58000,13,18.0,5,12.5,5.5,7.3,0,32.881893,-111.768036,29.7604,-95.3698,1596.927113204482,-0.2846537099034891,0.3607844332496289,0.5422123565218786,0.1497438809119684,0.5017825429714987,1,Fast Route
35,US-2021-115791-CHO-TRI-54000,2024-01-16,2026-11-07,2,115791,United States,Philadelphia,Pennsylvania,19134,0,0,CHO-TRI-54000,12,22.5,6,14.7,7.8,7.9,4,32.076176,-81.088371,40.7128,-74.006,1148.9125174872574,-0.7036863627599724,0.7575936182276137,0.9910035843867724,0.6041637267913882,0.8329375810418177,0,Average Route
36,US-2021-115791-CHO-FUD-51000,2024-01-16,2026-11-07,2,115791,United States,Philadelphia,Pennsylvania,19134,0,0,CHO-FUD-51000,9,7.2,2,4.8,2.4,11.1,0,32.881893,-111.768036,40.7128,-74.006,3451.7643866076123,1.450194642630482,-0.5915576106975347,-0.8041613270728024,-0.4627350417950756,-0.6572600902746184,2,Slow Route
37,US-2021-115791-CHO-TRI-54000,2024-01-16,2026-11-07,2,115791,United States,Philadelphia,Pennsylvania,19134,0,0,CHO-TRI-54000,12,11.25,3,7.35,3.9,7.6,4,32.076176,-81.088371,40.7128,-74.006,1148.9125174872574,-0.7036863627599724,-0.2344293442173483,-0.3553700992079087,-0.1663742727432801,-0.2734212961476576,1,Fast Route
38,US-2021-115791-CHO-SCR-58000,2024-01-16,2026-11-07,2,115791,United States,Philadelphia,Pennsylvania,19134,0,0,CHO-SCR-58000,13,10.8,3,7.5,3.3,10.7,0,32.881893,-111.768036,40.7128,-74.006,3451.7643866076123,1.450194642630482,-0.2741102627151467,-0.3553700992079087,-0.2849185803639983,-0.2508425435519539,2,Slow Route
39,US-2021-123477-CHO-NUT-13000,2024-01-18,2026-07-14,2,123477,United States,Springfield,Oregon,97477,0,3,CHO-NUT-13000,11,13.96,4,9.96,4.0,6.8,0,32.881893,-111.768036,34.0522,-118.2437,615.6797715227548,-1.202424426803948,0.0045379649582826,0.0934211286569849,-0.146616888139827,0.1194489990175848,1,Fast Route
40,US-2021-146591-CHO-TRI-54000,2024-01-19,2026-07-13,0,146591,United States,Scottsdale,Arizona,85254,0,3,CHO-TRI-54000,12,18.75,5,12.25,6.5,11.0,4,32.076176,-81.088371,34.0522,-118.2437,3457.7081005571526,1.4557538593343684,0.4269192974126264,0.5422123565218786,0.3473177269464987,0.464151288645326,2,Slow Route
41,US-2021-146591-CHO-FUD-51000,2024-01-19,2026-07-13,0,146591,United States,Scottsdale,Arizona,85254,0,3,CHO-FUD-51000,9,36.0,10,24.0,12.0,5.5,0,32.881893,-111.768036,34.0522,-118.2437,615.6797715227548,-1.202424426803948,1.948021173161568,2.786168495846347,1.4339738801364157,2.23282024197544,0,Average Route
42,US-2021-146591-CHO-TRI-54000,2024-01-19,2026-07-13,0,146591,United States,Scottsdale,Arizona,85254,0,3,CHO-TRI-54000,12,18.75,5,12.25,6.5,11.0,4,32.076176,-81.088371,34.0522,-118.2437,3457.7081005571526,1.4557538593343684,0.4269192974126264,0.5422123565218786,0.3473177269464987,0.464151288645326,2,Slow Route
43,US-2021-146591-CHO-FUD-51000,2024-01-19,2026-07-13,0,146591,United States,Scottsdale,Arizona,85254,0,3,CHO-FUD-51000,9,14.4,4,9.6,4.8,5.4,0,32.881893,-111.768036,34.0522,-118.2437,615.6797715227548,-1.202424426803948,0.0433370852672411,0.0934211286569849,0.0114421886877971,0.0652599927878961,1,Fast Route
44,US-2021-147627-CHO-TRI-54000,2024-01-20,2026-07-19,3,147627,United States,Jonesboro,Arkansas,72401,0,1,CHO-TRI-54000,12,11.25,3,7.35,3.9,9.6,4,32.076176,-81.088371,29.7604,-95.3698,1387.922455235033,-0.4801379131538182,-0.2344293442173483,-0.3553700992079087,-0.1663742727432801,-0.2734212961476576,1,Fast Route
45,US-2021-167927-CHO-FUD-51000,2024-01-20,2026-07-19,3,167927,United States,Westland,Michigan,48185,0,2,CHO-FUD-51000,9,10.8,3,7.2,3.6,8.7,0,32.881893,-111.768036,39.0997,-94.5786,1693.0057505735124,-0.1947903735647952,-0.2741102627151467,-0.3553700992079087,-0.2256464265536392,-0.2960000487433611,1,Fast Route
46,US-2021-167927-CHO-FUD-51000,2024-01-20,2026-07-19,3,167927,United States,Westland,Michigan,48185,0,2,CHO-FUD-51000,9,10.8,3,7.2,3.6,8.9,0,32.881893,-111.768036,39.0997,-94.5786,1693.0057505735124,-0.1947903735647952,-0.2741102627151467,-0.3553700992079087,-0.2256464265536392,-0.2960000487433611,1,Fast Route
47,US-2021-147627-CHO-MIL-31000,2024-01-20,2026-07-19,3,147627,United States,Jonesboro,Arkansas,72401,0,1,CHO-MIL-31000,10,13.0,4,8.44,4.56,9.3,4,32.076176,-81.088371,29.7604,-95.3698,1387.922455235033,-0.4801379131538182,-0.0801146611703542,0.0934211286569849,-0.0359755343604901,-0.1093490272855449,1,Fast Route
48,US-2021-148614-CHO-MIL-31000,2024-01-20,2026-07-18,3,148614,United States,Los Angeles,California,90049,0,3,CHO-MIL-31000,10,6.5,2,4.22,2.28,13.0,4,32.076176,-81.088371,34.0522,-118.2437,3457.7081005571526,1.4557538593343684,-0.6532834839163323,-0.8041613270728024,-0.4864439033192193,-0.744564600311339,2,Slow Route
49,US-2021-167927-CHO-FUD-51000,2024-01-20,2026-07-19,3,167927,United States,Westland,Michigan,48185,0,2,CHO-FUD-51000,9,14.4,4,9.6,4.8,8.8,0,32.881893,-111.768036,39.0997,-94.5786,1693.0057505735124,-0.1947903735647952,0.0433370852672411,0.0934211286569849,0.0114421886877971,0.0652599927878961,1,Fast Route
50,US-2021-147627-CHO-TRI-54000,2024-01-20,2026-07-19,3,147627,United States,Jonesboro,Arkansas,72401,0,1,CHO-TRI-54000,12,26.25,7,17.15,9.1,9.2,4,32.076176,-81.088371,29.7604,-95.3698,1387.922455235033,-0.4801379131538182,1.088267939042601,1.439794812251666,0.8610097266362775,1.201723873438309,0,Average Route
51,US-2021-147627-CHO-SCR-58000,2024-01-20,2026-07-19,3,147627,United States,Jonesboro,Arkansas,72401,0,1,CHO-SCR-58000,13,10.8,3,7.5,3.3,9.3,0,32.881893,-111.768036,29.7604,-95.3698,1596.927113204482,-0.2846537099034891,-0.2741102627151467,-0.3553700992079087,-0.2849185803639983,-0.2508425435519539,1,Fast Route
52,US-2021-167927-CHO-NUT-13000,2024-01-20,2026-07-19,3,167927,United States,Westland,Michigan,48185,0,2,CHO-NUT-13000,11,10.47,3,7.47,3.0,8.9,0,32.881893,-111.768036,39.0997,-94.5786,1693.0057505735124,-0.1947903735647952,-0.3032096029468656,-0.3553700992079087,-0.3441907341743574,-0.2553582940710947,1,Fast Route
53,US-2021-167927-CHO-MIL-31000,2024-01-20,2026-07-19,3,167927,United States,Westland,Michigan,48185,0,2,CHO-MIL-31000,10,16.25,5,10.55,5.7,9.2,4,32.076176,-81.088371,39.0997,-94.5786,1447.4023046013494,-0.4245057991340267,0.2064697502026348,0.5422123565218786,0.1892586501188745,0.2082587592273522,1,Fast Route
54,US-2021-147774-CHO-NUT-13000,2024-01-20,2026-07-19,3,147774,United States,Smyrna,Tennessee,37167,0,1,CHO-NUT-13000,11,3.49,1,2.49,1.0,9.3,0,32.881893,-111.768036,29.7604,-95.3698,1596.927113204482,-0.2846537099034891,-0.918704738757162,-1.252952554937696,-0.7393384262434181,-1.0049728802484534,1,Fast Route
55,US-2021-167927-CHO-TRI-54000,2024-01-20,2026-07-19,3,167927,United States,Westland,Michigan,48185,0,2,CHO-TRI-54000,12,18.75,5,12.25,6.5,9.0,4,32.076176,-81.088371,39.0997,-94.5786,1447.4023046013494,-0.4245057991340267,0.4269192974126264,0.5422123565218786,0.3473177269464987,0.464151288645326,1,Fast Route
56,US-2021-147627-CHO-FUD-51000,2024-01-20,2026-07-19,3,147627,United States,Jonesboro,Arkansas,72401,0,1,CHO-FUD-51000,9,10.8,3,7.2,3.6,9.3,0,32.881893,-111.768036,29.7604,-95.3698,1596.927113204482,-0.2846537099034891,-0.2741102627151467,-0.3553700992079087,-0.2256464265536392,-0.2960000487433611,1,Fast Route
57,US-2021-148614-CHO-SCR-58000,2024-01-20,2026-07-18,3,148614,United States,Los Angeles,California,90049,0,3,CHO-SCR-58000,13,7.2,2,5.0,2.2,7.5,0,32.881893,-111.768036,34.0522,-118.2437,615.6797715227548,-1.202424426803948,-0.5915576106975347,-0.8041613270728024,-0.5022498110019816,-0.6271550868136803,1,Fast Route
58,US-2021-167927-CHO-FUD-51000,2024-01-20,2026-07-19,3,167927,United States,Westland,Michigan,48185,0,2,CHO-FUD-51000,9,3.6,1,2.4,1.2,8.6,0,32.881893,-111.768036,39.0997,-94.5786,1693.0057505735124,-0.1947903735647952,-0.9090049586799224,-1.252952554937696,-0.699823657036512,-1.0185201318058756,1,Fast Route
59,US-2021-167927-CHO-MIL-31000,2024-01-20,2026-07-19,3,167927,United States,Westland,Michigan,48185,0,2,CHO-MIL-31000,10,6.5,2,4.22,2.28,8.7,4,32.076176,-81.088371,39.0997,-94.5786,1447.4023046013494,-0.4245057991340267,-0.6532834839163323,-0.8041613270728024,-0.4864439033192193,-0.744564600311339,1,Fast Route
60,US-2021-147627-CHO-FUD-51000,2024-01-20,2026-07-19,3,147627,United States,Jonesboro,Arkansas,72401,0,1,CHO-FUD-51000,9,25.2,7,16.8,8.4,9.0,0,32.881893,-111.768036,29.7604,-95.3698,1596.927113204482,-0.2846537099034891,0.9956791292144046,1.439794812251666,0.7227080344121065,1.149040117381668,0,Average Route
61,US-2021-110422-CHO-TRI-54000,2024-01-21,2026-07-16,2,110422,United States,Miami,Florida,33180,0,1,CHO-TRI-54000,12,11.25,3,7.35,3.9,8.3,4,32.076176,-81.088371,29.7604,-95.3698,1387.922455235033,-0.4801379131538182,-0.2344293442173483,-0.3553700992079087,-0.1663742727432801,-0.2734212961476576,1,Fast Route
62,CA-2021-115238-CHO-FUD-51000,2024-01-21,2026-07-17,3,115238,Canada,Toronto,Ontario,M7A,0,0,CHO-FUD-51000,9,18.0,5,12.0,6.0,11.8,0,32.881893,-111.768036,40.7128,-74.006,3451.7643866076123,1.450194642630482,0.3607844332496289,0.5422123565218786,0.2485308039292336,0.4265200343191534,2,Slow Route
63,CA-2021-115238-CHO-MIL-31000,2024-01-21,2026-07-17,3,115238,Canada,Toronto,Ontario,M7A,0,0,CHO-MIL-31000,10,3.25,1,2.11,1.14,8.8,4,32.076176,-81.088371,40.7128,-74.006,1148.9125174872574,-0.7036863627599724,-0.9398678952893214,-1.252952554937696,-0.7116780877985839,-1.062172386824236,1,Fast Route
64,CA-2021-115238-CHO-TRI-54000,2024-01-21,2026-07-17,3,115238,Canada,Toronto,Ontario,M7A,0,0,CHO-TRI-54000,12,18.75,5,12.25,6.5,8.6,4,32.076176,-81.088371,40.7128,-74.006,1148.9125174872574,-0.7036863627599724,0.4269192974126264,0.5422123565218786,0.3473177269464987,0.464151288645326,1,Fast Route
65,CA-2021-115238-CHO-FUD-51000,2024-01-21,2026-07-17,3,115238,Canada,Toronto,Ontario,M7A,0,0,CHO-FUD-51000,9,3.6,1,2.4,1.2,11.8,0,32.881893,-111.768036,40.7128,-74.006,3451.7643866076123,1.450194642630482,-0.9090049586799224,-1.252952554937696,-0.699823657036512,-1.0185201318058756,2,Slow Route
66,CA-2021-115238-CHO-MIL-31000,2024-01-21,2026-07-17,3,115238,Canada,Toronto,Ontario,M7A,0,0,CHO-MIL-31000,10,32.5,10,21.1,11.4,8.7,4,32.076176,-81.088371,40.7128,-74.006,1148.9125174872574,-0.7036863627599724,1.63939180706758,2.786168495846347,1.3154295725156977,1.7962976917918374,0,Average Route
67,US-2021-146997-CHO-TRI-54000,2024-01-23,2026-07-20,3,146997,United States,Lafayette,Indiana,47905,0,2,CHO-TRI-54000,12,11.25,3,7.35,3.9,8.8,4,32.076176,-81.088371,39.0997,-94.5786,1447.4023046013494,-0.4245057991340267,-0.2344293442173483,-0.3553700992079087,-0.1663742727432801,-0.2734212961476576,1,Fast Route
68,US-2021-102645-CHO-FUD-51000,2024-01-23,2026-07-21,3,102645,United States,Las Vegas,Nevada,89115,0,3,CHO-FUD-51000,9,21.6,6,14.4,7.2,7.8,0,32.881893,-111.768036,34.0522,-118.2437,615.6797715227548,-1.202424426803948,0.6782317812320169,0.9910035843867724,0.48561941917067,0.7877800758504108,0,Average Route
69,US-2021-167997-CHO-TRI-54000,2024-01-26,2026-07-22,0,167997,United States,Rapid City,South Dakota,57701,0,2,CHO-TRI-54000,12,7.5,2,4.9,2.6,6.7,4,32.076176,-81.088371,39.0997,-94.5786,1447.4023046013494,-0.4245057991340267,-0.5651036650323357,-0.8041613270728024,-0.4232202725881695,-0.6422075885441493,1,Fast Route
70,US-2021-155502-CHO-MIL-31000,2024-01-26,2026-07-24,3,155502,United States,Alexandria,Virginia,22304,0,1,CHO-MIL-31000,10,9.75,3,6.33,3.42,9.6,4,32.076176,-81.088371,29.7604,-95.3698,1387.922455235033,-0.4801379131538182,-0.3666990725433432,-0.3553700992079087,-0.2612097188398546,-0.4269568137984418,1,Fast Route
71,US-2021-155502-CHO-MIL-31000,2024-01-26,2026-07-24,3,155502,United States,Alexandria,Virginia,22304,0,1,CHO-MIL-31000,10,9.75,3,6.33,3.42,9.5,4,32.076176,-81.088371,29.7604,-95.3698,1387.922455235033,-0.4801379131538182,-0.3666990725433432,-0.3553700992079087,-0.2612097188398546,-0.4269568137984418,1,Fast Route
72,US-2021-167997-CHO-TRI-54000,2024-01-26,2026-07-22,0,167997,United States,Rapid City,South Dakota,57701,0,2,CHO-TRI-54000,12,7.5,2,4.9,2.6,6.8,4,32.076176,-81.088371,39.0997,-94.5786,1447.4023046013494,-0.4245057991340267,-0.5651036650323357,-0.8041613270728024,-0.4232202725881695,-0.6422075885441493,1,Fast Route
73,US-2021-155502-CHO-MIL-31000,2024-01-26,2026-07-24,3,155502,United States,Alexandria,Virginia,22304,0,1,CHO-MIL-31000,10,6.5,2,4.22,2.28,9.1,4,32.076176,-81.088371,29.7604,-95.3698,1387.922455235033,-0.4801379131538182,-0.6532834839163323,-0.8041613270728024,-0.4864439033192193,-0.744564600311339,1,Fast Route
74,US-2021-155502-CHO-TRI-54000,2024-01-26,2026-07-24,3,155502,United States,Alexandria,Virginia,22304,0,1,CHO-TRI-54000,12,11.25,3,7.35,3.9,9.5,4,32.076176,-81.088371,29.7604,-95.3698,1387.922455235033,-0.4801379131538182,-0.2344293442173483,-0.3553700992079087,-0.1663742727432801,-0.2734212961476576,1,Fast Route
75,US-2021-155502-CHO-MIL-31000,2024-01-26,2026-07-24,3,155502,United States,Alexandria,Virginia,22304,0,1,CHO-MIL-31000,10,26.0,8,16.88,9.12,9.5,4,32.076176,-81.088371,29.7604,-95.3698,1387.922455235033,-0.4801379131538182,1.066222984321602,1.88858604011656,0.864961203556968,1.161082118766043,0,Average Route
